date,rp_return
2023-05-31,-0.018572176092679006
2023-06-30,0.011226347411938304
2023-07-31,0.03654782701775014
2023-08-31,0.003700217691537126
2023-09-29,-0.001393360836449844
2023-10-31,-0.058456780451354294
2023-11-30,0.03190270633706707
2023-12-29,0.036810721745389414
2024-01-31,0.03339546063278639
2024-02-29,0.024686788069376867
2024-03-28,0.054213847649027376
2024-04-30,-0.015418602055701109
2024-05-31,0.02529247612486635
2024-06-28,-0.015866878075269493
2024-07-31,-0.009976185678491005
2024-08-30,-0.008166650084009117
2024-09-30,0.02479458260027418
2024-10-31,0.0067559917090398445
2024-11-29,0.02260998895563114
