date,rp_return
2023-02-28,0.0031833365799372303
2023-03-31,0.006003549254792706
2023-04-28,0.026087247186996322
2023-05-31,-0.021165432245858287
2023-06-30,0.028435061112553936
2023-07-31,0.01627234240160382
2023-08-31,-0.0180354570059335
2023-09-29,-0.012717684175160318
2023-10-31,-0.04154538475379954
2023-11-30,0.05192948160550493
2023-12-29,0.03188529386390294
2024-01-31,0.01874476466760021
2024-02-29,0.024609278776729422
2024-03-28,0.03559050298706963
2024-04-30,-0.011723219881147983
2024-05-31,0.024392614426959884
2024-06-28,-0.010557202587450605
2024-07-31,0.014032432668637889
2024-08-30,0.0035895297045623617
2024-09-30,0.00200810764895174
2024-10-31,-0.017505476043094697
2024-11-29,0.008294683147399357
